ime,obshtina,moshtnost
"ФтЕЦ ""Техно Трейд - Стара Загора""",община Стара Загора,0.029815
"ФтЕЦ ""Фууд деливъри - Пловдив 1""",община Пловдив,0.0297
"ФтЕЦ ""Кацелово - Ивайло""",община Две могили,0.02968
"ФтЕЦ ""Рилци - Г. Желязков""",община Добрич,0.02592
"ФтЕЦ ""Помощник - Хелиос Ленд 1""",община Гълъбово,0.0297
"ФтЕЦ ""Глен солар 2""",община Гулянци,0.0297
"ФтЕЦ ""Лъки - Сливен 1""",община Сливен,0.03
"ФтЕЦ ""Дибич - Крайречна""",община Шумен,0.02432
ФтЕЦ Вили-зет,община Левски,0.03
"ФтЕЦ ""Бабово-3""",община Сливо поле,0.03
"ФтЕЦ ""Капитолия 3""",община Левски,0.03
"ФтЕЦ ""Варна - Морски звуци""",община Варна,0.03
"ФтЕЦ ""Луковит 6""",община Луковит,0.0297
"ФтЕЦ ""Иван Минев - Желю Войвода 1""",община Сливен,0.03
ФтЕЦ МОНТАНА ГРИЙН ЕНЕРДЖИ,община Монтана,0.03
"ФтЕЦ ""Кула 9""",община Кула,0.0294
"ФтЕЦ ""Ряхово - Бачо Киро""",община Сливо поле,0.0297
"ФтЕЦ ""Цар Петрово 2""",община Кула,0.02957
"ФтЕЦ ""ТЕМЕЛ-ПАВЕЛ БАНЯ""",община Павел баня,0.029585
ФтЕЦ  В77-Георги Добрево 1,община Любимец,0.029815
"ФтЕЦ  ""В77-Георги Добрево 2""",община Любимец,0.029815
"ФтЕЦ ""В77 - Георги Добрево 3""",община Любимец,0.029815
ФтЕЦ ИНТЕРНАЦИОНАЛ 1,община Кресна,0.0297
"ФтЕЦ ""Интернационал 2""",община Кресна,0.03
"ФтЕЦ ""Якимово 2""",община Якимово,0.0297
"ФтЕЦ ""Ел Зерг  Ястребово""",община Опан,0.0297
"ФтЕЦ ""Вал енерджи 4""",община Никопол,0.03
"ФтЕЦ ""СЪН КОМЕРС""",община Плевен,0.099645
"ФтЕЦ ""Бусманци 1""",община Столична,0.03
"ФтЕЦ ""Арис Фърничър - Сливен 1""",община Сливен,0.03
"ФтЕЦ ""Енерго сол""",община Долна Митрополия,0.03
"ФтЕЦ ""Тодор Тодоров""",община Кресна,0.0297
ФтЕЦ Антарис,община Левски,0.03
"ФтЕЦ ""Ряхово - Ропотамо - 1""",община Сливо поле,0.036
"ФтЕЦ ""СЕЛЕНА""",община Кюстендил,0.0297
"ФтЕЦ ""Мирослав Личев""",община Плевен,0.03
"ФтЕЦ ""Енитро""",община Плевен,0.03
"ФтЕЦ ""Йорданка Узунова""",община Гоце Делчев,0.03
"ФтЕЦ ""Малко Йонково""",община Исперих,0.03
"ФтЕЦ ""Фериан""",община Пордим,0.03
ФтЕЦ Мечката,община Самоков,0.03
"ФтЕЦ ""Пилот ЧВ""",община Пордим,0.03
"ФтЕЦ ""Афузов - Калояново 1""",община Сливен,0.07
"ФтЕЦ ""ТБГ консулт - Априлово 2""",община Гълъбово,0.02992
"ФтЕЦ ""Червена вода - Цар Калоян - 1""",община Русе,0.03
"ФтЕЦ ""Павлина Илиева - Даскал Атанасово""",община Раднево,0.02992
"ФтЕЦ ""ПВ интерсервиз - Памидово 1""",община Лесичово,0.02976
"ФтЕЦ ""ПВ интерсервиз - Памидово 2""",община Лесичово,0.03
"ФтЕЦ ""Инел 4""",община Дупница,0.03
"ФтЕЦ ""Риал Билд""",община Столична,0.1
"ФтЕЦ ""Николай Георгиев""",община Кресна,0.03
ФтЕЦ Пе Ни Ко - Николаево,община Николаево,0.03
"ФтЕЦ ""Димитър Петров""",община Плевен,0.03
"ФтЕЦ ""Алемар М""",община Сандански,0.03
"ФтЕЦ ""Иван Байчев - Хан Аспарух""",община Столична,0.03
"ФтЕЦ ""ИВАН БАЙЧЕВ-ЗОРА""",община Столична,0.03
"ФтЕЦ ""Лендхилс - Сърневец 1""",община Братя Даскалови,0.03
"ФтЕЦ ""Хес - Ямбол""",община Ямбол,1.99692
"ФтЕЦ ""Щром - Богданица""",община Садово,0.027
"ФтЕЦ ""Траки 1""",община Раковски,0.03
"ФтЕЦ ""Черновръх""",община Трявна,0.03
"ФтЕЦ ""Маниста Халкова - Стара Загора""",община Стара Загора,0.0459
"ФтЕЦ ""Елкан - Меричлери""",община Димитровград,0.03
"ФтЕЦ"" РУСЕ-ИВАН ВЕДЪР 1""",община Русе,0.03
"ФтЕЦ"" Николово - Генерал Столетов""",община Русе,0.03
"ФтЕЦ ""Кибела 65 - Кабиле""",община Тунджа,0.03
"ФтЕЦ ""Димитър Борисов - Харманли""",община Харманли,0.02992
"ФтЕЦ ""Ястребино - 2""",община Антоново,0.03
"ФтЕЦ"" КОВАЧЕВЕЦ- 5""",община Попово,0.03
"ФтЕЦ ""Ковачевец - 6""",община Попово,0.03
"ФтЕЦ ""Ковачевец-7""",община Попово,0.03
"ФтЕЦ ""Ковачевец - 8""",община Попово,0.03
"ФтЕЦ ""Ковачевец-9""",община Попово,0.03
"ФтЕЦ ""Ковачевец -10""",община Попово,0.03
"ФтЕЦ ""Ковачевец"" - 11",община Попово,0.03
"ФтЕЦ ""Ковачевец - 12""",община Попово,0.03
"ФтЕЦ ""Глобъл Ес Енерджи - Сираково""",община Минерални бани,0.199555
"ФтЕЦ"" Садина - 10""",община Попово,0.03
"ФтЕЦ ""Садина - 9""",община Попово,0.03
"ФтЕЦ ""Кардам - 10""",община Попово,0.03
"ФтЕЦ"" Кардам - 9""",община Попово,0.03
"ФтЕЦ ""Кардам - 8""",община Попово,0.03
"ФтЕЦ ""Паламарца - 5""",община Попово,0.03
"ФтЕЦ ""Долец - 2""",община Попово,0.03
"ФтЕЦ ""Капище""",община Антоново,0.03
"ФтЕЦ ""Кьосевци""",община Антоново,0.03
"ФтЕЦ ""Светлен""",община Попово,0.03
"ФтЕЦ ""Звезда""",община Попово,0.03
"ФтЕЦ"" СВЕТЛЕН 1""",община Попово,0.03
"ФтЕЦ ""Пайдушко""",община Търговище,0.03
"ФтЕЦ"" Иванча-Търговище""",община Попово,0.03
"ФтЕЦ"" Заветно""",община Попово,0.03
"ФтЕЦ ""Славяново - 1""",община Попово,0.03
"ФтЕЦ"" ЛЮБЛЕН""",община Опака,0.03
"ФтЕЦ ""Любен - 1""",община Опака,0.03
"ФтЕЦ ""Конак""",община Попово,0.03
"ФтЕЦ ""Любен - 2""",община Опака,0.03
"ФтЕЦ ""Китино""",община Антоново,0.03
"ФтЕЦ"" ЛОМЦИ""",община Попово,0.03
"ФтЕЦ ""Дриново-1""",община Попово,0.03
"ФтЕЦ ""Дриново - 2""",община Попово,0.03
"ФтЕЦ"" МАНАСТИРИЦА""",община Попово,0.03
"ФтЕЦ ""Лиляк""",община Търговище,0.0297
"ФтЕЦ ""Сандрово - Марица""",община Русе,0.03
"ФтЕЦ ""Миладиновци - Добрич""",община Добричка,0.03
"ФтЕЦ ""Кожухарски 2""",община Бяла Слатина,0.03
"ФтЕЦ ""Петко Каравелово""",община Полски Тръмбеш,0.03
"ФтЕЦ ""Анимексс - Стара Загора""",община Стара Загора,0.0297
"ФтЕЦ ""Биофарм агро - Върбен""",община Брезово,0.029815
"ФтЕЦ ""Крами СТЗ - Стара Загора""",община Стара Загора,0.16
"ФтЕЦ ""Тера Голд- Върбен""",община Брезово,0.03
"ФтЕЦ ""Иван Гарабийски""",община Разлог,0.0297
"ФтЕЦ ""Евро енерджи  8""",община Левски,0.03
"ФтЕЦ ""Евро енерджи 7""",община Белене,0.03
"ФтЕЦ ""ЕВРО ЕНЕРДЖИ  6""",община Белене,0.03
"ФтЕЦ ""Евро енерджи 5""",община Левски,0.03
"ФтЕЦ ""Евро енерджи 3""",община Белене,0.03
"ФтЕЦ ""Евро енерджи  2""",община Долна Митрополия,0.03
"ФтЕЦ"" Евро енерджи  1""",община Левски,0.03
"ФтЕЦ ""Кожухарски 3""",община Борован,0.03
"ФтЕЦ ""ВЕГ плюс - Сливен""",община Сливен,0.02992
"ФтЕЦ ""Кожухарски 4""",община Бяла Слатина,0.03
"ФтЕЦ ""Кожухарски 8""",община Бяла Слатина,0.0696
"ФтЕЦ ""Живково""",община Хитрино,0.025
"ФтЕЦ ""Мартен - Родопи""",община Русе,0.03
"ФтЕЦ ""Наслайт 15""",община Левски,0.03
"ФтЕЦ ""Наслайт 16""",община Левски,0.03
"ФтЕЦ ""Борисово -  Христо Ботев""",община Сливо поле,0.03
"ФтЕЦ ""Даниела Минекова - Лозен""",община Септември,0.03
"ФтЕЦ ""Слънчева енергия - Дюлево""",община Стрелча,0.02992
"ФтЕЦ ""Гърчиново - Димо Недков""",община Опака,0.005
"ФтЕЦ ""Красен - Елин Пелин""",община Иваново,0.03
"ФтЕЦ ""Красимир Тошев - Стамболийски""",община Стамболийски,0.03
"ФтЕЦ ""Беляново - Кирил и Методий""",община Ценово,0.03
"ФтЕЦ ""Ценово - Хан Аспарух""",община Ценово,0.03
"ФтЕЦ ""Стенли 03""",община Лом,0.03
"ФтЕЦ ""Драганово - Горна Оряховица""",община Горна Оряховица,0.03
"ФтЕЦ ""Завет""",община Завет,0.03
"ФтЕЦ ""Долна Студена""",община Ценово,0.03
"ФтЕЦ ""Ем Ен Про - Николаево""",община Николаево,0.02997
"ФтЕЦ ""Кривина - Баба Тонка""",община Ценово,0.03
"ФтЕЦ ""Велико Търново - Рада Войвода - 1""",община Велико Търново,0.03
"ФтЕЦ ""Велико Търново - Рада Войвода""",община Велико Търново,0.03
"ФтЕЦ"" Унисолар-Брягово""",община Първомай,0.03
"ФтЕЦ ""Сандрово - Райко Даскалов""",община Русе,0.03
"ФтЕЦ ""Басарбово-Елин Пелин""",община Русе,0.03
"ФтЕЦ ""ВАРНА-ЗЕЛЕНИКА""",община Варна,0.0297
"ФтЕЦ ""Станислав Марков""",община Благоевград,0.0297
